marks_test1,marks_test2,experience,tutor_rating,improvement_pct
0.31746031746031744,0.3205128205128205,0.875,0.4576271186440679,2.127659574468085
0.6984126984126983,0.6538461538461539,0.375,0.4406779661016951,-4.10958904109589
0.8095238095238094,0.7307692307692307,0.375,0.8361581920903958,6.329113924050633
0.7460317460317459,0.7435897435897435,0.875,0.4576271186440679,-3.75
0.25396825396825395,0.3076923076923077,0.625,0.26553672316384214,-8.695652173913043
0.7936507936507936,0.6538461538461539,0.875,0.8192090395480225,-6.8493150684931505
0.06349206349206349,0.21794871794871795,0.25,0.0,7.6923076923076925
0.761904761904762,0.6538461538461539,0.875,0.4576271186440679,-6.8493150684931505
0.17460317460317454,0.16666666666666663,0.375,0.4406779661016951,-2.857142857142857
0.9206349206349206,0.7051282051282051,0.625,0.26553672316384214,5.194805194805195
0.31746031746031744,0.41025641025641024,0.375,0.8361581920903958,-5.555555555555555
0.09523809523809523,0.2435897435897436,0.375,0.8361581920903958,-9.75609756097561
0.3492063492063492,0.41025641025641024,0.625,0.26553672316384214,5.555555555555555
0.6031746031746031,0.6538461538461539,0.875,0.4576271186440679,1.36986301369863
0.9999999999999999,0.8717948717948717,1.0,1.0,2.2222222222222223
0.5555555555555555,0.4487179487179487,0.25,0.0,-10.526315789473683
0.04761904761904756,0.16666666666666663,0.75,0.5310734463276838,2.857142857142857
0.04761904761904756,0.10256410256410253,0.375,0.8361581920903958,-20.0
0.9047619047619048,0.9487179487179488,0.75,0.5310734463276838,4.166666666666666
0.9841269841269841,0.9615384615384616,1.0,1.0,-4.123711340206185
0.8571428571428571,0.7435897435897435,0.25,0.0,-8.75
0.2222222222222222,0.34615384615384615,0.875,0.8192090395480225,-4.081632653061225
0.031746031746031744,0.08974358974358976,0.625,0.26553672316384214,10.344827586206897
0.9999999999999999,0.9358974358974358,0.75,0.5310734463276838,-3.1578947368421053
0.888888888888889,0.782051282051282,1.0,0.14689265536723184,-2.4096385542168677
0.09523809523809523,0.1923076923076923,0.75,0.5310734463276838,-5.405405405405405
0.888888888888889,0.7307692307692307,1.0,1.0,-7.59493670886076
0.31746031746031744,0.34615384615384615,0.375,0.8361581920903958,-8.16326530612245
